economy,series,Country,Series,YR1975,YR1976,YR1977,YR1978,YR1979,YR1980,YR1981,YR1982,YR1983,YR1984,YR1985,YR1986,YR1987,YR1988,YR1989,YR1990,YR1991,YR1992,YR1993,YR1994,YR1995,YR1996,YR1997,YR1998,YR1999,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020,YR2021,YR2022,YR2023,YR2024
FRA,NY.GDP.MKTP.CD,France,GDP (current US$),356780728162.766,368488292816.171,406736454934.474,501724418604.651,608218624730.188,694529183483.39,609184791792.396,578152310609.841,553356312935.709,525033325827.516,547220981165.134,764946585850.933,926320855614.973,1010827662151.75,1016742237302.08,1257649439826.53,1258961748633.88,1389663073110.28,1314383368079.69,1385822778827.98,1595219345511.89,1598889216566.23,1449392222971.45,1496906382032.47,1486915879701.93,1360959069477.49,1370376677298.86,1492427756382.43,1835095983049.09,2109792297237.03,2192146403028.17,2317861544690.82,2655816911866.56,2926802941585.86,2700075882518.98,2646230027988.34,2870408553990.28,2683007095787.23,2816077607875.26,2861236112552.42,2442483452642.5,2470407619777.13,2588868323334.71,2781576320884.39,2722793515171.76,2647926055110.05,2966433692008.09,2796302210398.84,3051831611384.76,
FJI,NY.GDP.MKTP.CD,Fiji,GDP (current US$),684282434.361095,694540806.380644,719501765.783049,829267889.429373,1019691460.17376,1202618816.20852,1235626770.50924,1194059943.22478,1123085190.06509,1178000677.99929,1141168943.97661,1290267339.65006,1177947965.12142,1110009522.75743,1182660265.76635,1337017559.49728,1383883249.591,1532411039.05479,1636101246.9394,1825732092.54674,1970301486.20561,2128696643.62574,2090221137.02876,1653146716.58235,1936459986.03795,1678219507.89829,1652462023.46215,1833279985.36741,2300492465.32276,2708078476.63012,2980403844.72096,3076305452.86506,3378314599.76402,3523185919.55826,2870624635.68032,3140166712.79624,3779411899.37483,3972028104.47328,4189967998.51424,4857104791.41609,4682479912.05203,4930213634.35692,5353469171.0611,5581425324.91185,5444407214.31758,4432466237.09588,4305031630.81808,4969503560.7735,5442046565.04719,
FIN,NY.GDP.MKTP.CD,Finland,GDP (current US$),29475251333.4411,31852352669.6415,33502784417.884,36259392057.7617,44469218439.9328,53649984061.205,52440066133.9212,52784013815.2214,50956447480.7857,52870993272.6553,55856676899.4628,73511611541.1682,91564993913.1611,109039090262.971,118991270611.057,141446120354.533,127794441993.824,112537828510.751,89112105756.2194,103182697780.307,134060457516.34,131991975148.848,126862902302.142,133990876724.522,135234241918.147,125967821110.589,129519672868.898,140360963811.765,171612867735.686,197458297639.769,204859368790.661,217044068234.117,256360251537.648,285698662071.094,253480783439.453,249429613683.334,275126915515.565,257443384492.969,270268036626.275,273478528954.901,233210733506.25,238777818792.608,253846138440.0,273869255596.078,267014821129.411,270000311606.226,294223210496.119,280241515774.32,295532341254.907,
FCS,NY.GDP.MKTP.CD,Fragile and conflict affected situations,GDP (current US$),169458804941.041,201267535149.39,222208044710.024,243685858510.054,307154736839.847,388435472958.797,511405516848.27,488173929667.414,421548878321.183,379257701707.786,385609115543.694,355386443050.274,357267079871.818,387869555208.841,383756277705.485,547420521771.171,386386041287.994,344549819242.956,351153455617.031,353239960487.675,431762240285.391,466440941348.014,522326827962.996,536100183086.738,400171061469.107,468035912008.33,458017420440.076,446928492947.342,470618172949.344,596965161825.212,755161140843.538,945955881988.959,1159333980552.51,1481946534651.73,1342728605432.09,1593982235245.23,1664322263474.61,1862136657810.93,1934772047196.28,2052980592421.38,1616325901440.2,1489694054525.15,1588837232239.02,1734689832167.02,1842632114099.19,1675406927630.4,1786326958459.63,1964841634349.73,1937937125126.32,
EUU,NY.GDP.MKTP.CD,European Union,GDP (current US$),1694087991210.29,1775134721744.61,2011323119783.23,2449173876260.87,2960022173253.44,3311323687667.77,2889973709007.02,2787789599375.11,2710791758579.87,2612587953034.63,2686660770245.04,3753186617910.5,4639527057911.29,5093989397668.73,5202787454853.43,6505585894983.6,6730843386415.03,7390923732911.95,6750678758563.32,7157758128808.33,8298203234321.61,8433442480253.41,7735785821341.68,7970027660687.74,7936013301296.29,7288425137833.71,7407567318765.1,8100404174621.04,9956956923132.03,11449209190750.6,11954464169720.8,12768477269004.1,14789546650988.5,16365149239989.1,14846338374807.8,14643444297949.9,15876630398615.8,14733979958478.4,15400027456553.4,15764812909324.1,13655089869785.3,13990270946691.6,14870065692850.4,16091487781135.5,15808398315797.0,15504700009593.0,17496551469916.3,16995332000257.8,18590720056635.3,
ETH,NY.GDP.MKTP.CD,Ethiopia,GDP (current US$),4577047854.10628,4943806093.23672,5651840584.54106,6014961434.78261,6586048398.06763,7012585454.10628,7507663566.66667,7899988840.57971,8781664427.05314,8298309580.67633,9717392686.95652,10094328898.0676,10790001557.971,11181119717.8744,11762932007.2464,12478943895.1691,13799799323.6715,10754799036.5745,9051043870.12197,7100806753.92942,7855205206.93405,8761215548.48614,8803539988.33248,8013274131.69715,7892973531.80045,8242349617.8638,8231326016.47494,7850809498.16803,8623691300.04079,10131187261.4421,12401139453.9738,15280861834.6024,19707616772.7996,27066912635.2228,32437389116.038,29933790334.3418,31952763089.33,43310721414.0829,47648276605.0123,55612228233.5179,64589328550.5953,74296745207.8721,81770886825.6048,84269196625.8784,95912607722.3032,107657734392.446,111261882958.426,126772703047.701,163697927593.982,
EST,NY.GDP.MKTP.CD,Estonia,GDP (current US$),,,,,,,,,,,,,,,,,,,4013091682.2914,4123011419.74174,4502970889.06373,4786018988.16491,5154420649.23354,5674080542.88575,5756912265.75809,5686579747.53524,6250218422.70164,7370119619.4782,9876595528.45528,12148595031.0559,14109491356.7964,17025671810.3124,22450264166.4385,24342935403.5447,19633984440.1223,19524355419.038,23303915794.7569,23237406116.3988,25451032780.7573,27055689003.0038,23311847750.9394,24561027787.7896,27469461919.1189,31222632740.7247,31873748770.0313,31820771493.8974,37204563051.4723,38376046174.971,41291245222.1948,
ESP,NY.GDP.MKTP.CD,Spain,GDP (current US$),114695060869.565,118422534195.474,132354665936.473,160484969618.056,214448666336.143,232600556973.776,202663023968.283,195856752991.065,170829074245.94,171979977230.387,180664322896.282,251141555185.933,318520253335.13,375891716897.586,414460794096.978,536175326477.31,576753902321.857,630465353486.104,524700572623.872,530183651720.283,614170002668.802,642251412058.321,589739772727.273,618731484575.12,634394904386.874,598102854756.08,627798682378.741,708938227243.923,907963217057.645,1069829382514.67,1154667551775.88,1261846683275.29,1476746276854.51,1636115447612.5,1496587590847.66,1427989078916.67,1487568659241.25,1330994811670.31,1362186923157.65,1380244561361.96,1206164777553.12,1243015667917.12,1321754088818.83,1431642809327.06,1403496387686.27,1289783836971.21,1461244901852.69,1446498147749.03,1620090734956.89,
ERI,NY.GDP.MKTP.CD,Eritrea,GDP (current US$),,,,,,,,,,,,,,,,,,477101651.648376,467872714.755603,531688311.688312,578015625.0,693535954.190067,686490090.140141,745523116.900052,688918537.115555,706370815.584416,752371688.743186,729321680.154324,870248267.550163,1109054005.43971,1098424685.66169,1211161879.6748,1317974491.05691,1380188800.0,1856695551.21951,1589515447.15447,2065001626.01626,,,,,,,,,,,,,
EMU,NY.GDP.MKTP.CD,Euro area,GDP (current US$),1507218903134.97,1573328258218.38,1790460772983.48,2191877722879.3,2655412249849.02,2973694924704.06,2583763815706.43,2500976096295.6,2440096224917.17,2341108055048.04,2404986753126.31,3377295853205.63,4177529771559.66,4594903616792.62,4693107412945.51,5905615268334.65,6127707302272.42,6750506226887.9,6180487034478.01,6531158636793.26,7540043683934.17,7629500965928.12,6977670456654.69,7174357590915.35,7148860287676.91,6528628818219.35,6631899418122.65,7241862821254.28,8921228122867.81,10231007047364.3,10611825457676.7,11288306909760.6,13000319190760.0,14296312713424.0,13084338473244.4,12786064520090.9,13810192245254.4,12786713590087.7,13358729082792.6,13683290663997.8,11828599572765.4,12124585812206.7,12839881576234.5,13867949267318.1,13587020300289.4,13266857904728.0,14917737268178.2,14452048668851.0,15780686672317.3,
EGY,NY.GDP.MKTP.CD,"Egypt, Arab Rep.",GDP (current US$),11632178868.9171,13315988083.4161,14400806875.9867,14811704063.0685,18020571428.5714,21669908176.3889,22136081081.0811,27655172413.7931,30966239813.7369,33971188991.6147,39053502251.0732,41253507951.3564,40455616653.5742,34980124929.0176,39756299049.9793,42978914311.3504,37387836490.5284,41855986519.4235,46578631452.581,51897983392.6453,60159245060.4541,67629716981.1321,78436578171.0914,84828807556.0803,90710704806.8416,99838543960.0763,96684636118.5984,85146067415.7303,80288461538.4615,78782467532.4675,89600665557.4043,107426086956.522,130437828371.278,162818181818.182,189147005444.646,218983666061.706,235989672977.625,279116666666.667,288434108527.132,305595408895.265,329366576819.407,332441717791.411,248362771739.13,262588632526.73,318678815489.749,383817841547.099,424671765455.704,476747720364.742,396002496996.96,
ECU,NY.GDP.MKTP.CD,Ecuador,GDP (current US$),7731674472.07212,9091921030.17345,11026342618.1141,11922497876.4828,14175160902.0721,17881508242.4481,21810759353.7304,19929846396.4239,17152477036.5005,16912509091.855,17149088413.35,15314138472.3282,13945426859.4657,13051881851.4068,13890823704.5545,15239272611.5809,16988535267.6338,18094238119.0595,18938717358.6793,22708673336.6683,24432884442.2211,25226393196.5983,28162053026.5133,27981896948.4742,19645272636.3182,17539454727.3637,23127055000.0,27054197000.0,30965208000.0,35194947000.0,40278849000.0,45690762000.0,49848725000.0,61139438000.0,60094978000.0,68151329000.0,78986648000.0,87735048000.0,96570334000.0,102717794000.0,97209558000.0,97671433000.0,104467486000.0,107478962000.0,107595829000.0,95865472000.0,107435101000.0,116586079000.0,118844826000.0,
ECS,NY.GDP.MKTP.CD,Europe & Central Asia,GDP (current US$),2318870760466.38,2411462167204.36,2728317589126.35,3344222975779.25,4077511965685.78,4609164721983.18,4105639732368.12,3957137122960.08,3837844111824.94,3689423954065.11,3817469397592.27,5207430125479.37,6431600118165.86,7161657021408.46,7257556668780.47,8870724540299.07,9140433958636.46,9789427826745.01,8994844008368.26,9408470402122.67,10871039436647.3,11095956526287.3,10524197100057.7,10795113070818.6,10686910522225.9,10077566274954.8,10181970704338.6,11150951940750.1,13559252998387.9,15805048200655.6,16824448818821.7,18222775631109.8,21289536619062.5,23432969900878.2,20628513280004.2,21103185874675.7,23416508402799.4,22545178145610.6,23559065858572.4,23897449147365.0,20583236057318.3,20511321020005.8,21765864936203.9,23306311175509.3,23031892537932.9,22286624242751.4,25523993209132.2,25662572829777.2,27554069781140.1,
ECA,NY.GDP.MKTP.CD,Europe & Central Asia (excluding high income),GDP (current US$),,,,,,,,,,,,,237833395990.422,263708576305.415,299411755950.951,358223680903.314,345019442258.667,332222890899.639,343131477568.842,268768053602.038,307712493377.113,326484068631.104,346373039221.733,421243450519.977,384142293366.911,390704738797.439,335072894898.88,389839137391.699,497108250027.864,639831518379.5,796696338766.086,926798024731.676,1167198478790.75,1397090597744.86,1164934295264.88,1379346554033.58,1568792048512.52,1654300745953.37,1804347189304.89,1731766323586.51,1509288407449.5,1448928141199.81,1494523919239.57,1468176944855.79,1498314054530.37,1437142037120.74,1670340541088.59,1817978495944.86,2129704371516.14,
EAS,NY.GDP.MKTP.CD,East Asia & Pacific,GDP (current US$),948871294496.705,1043717545493.49,1243781693598.07,1571207808125.54,1706323133768.95,1845993036855.95,2033286438994.54,1991572944986.87,2119691197704.64,2267443690541.85,2391532033085.63,3125582987245.32,3669656908739.58,4410968845344.45,4592729769987.81,4793478723956.31,5415422203781.87,5919390903662.95,6621549263649.79,7406773345229.26,8410571059755.29,8104052553434.5,7746408365377.98,6933224748775.03,7745113386044.48,8377973566013.96,7790170401820.93,7913466252859.02,8703213788319.02,9759733268577.71,10413111385434.0,11037062473786.6,12333826277301.9,14223506974109.1,14633924802510.1,17080574558951.9,19800048149685.3,21177835969896.8,21415690682394.0,22094710753929.9,22000917165875.9,22781793863032.0,24334957894980.2,26494505143186.8,27040135154758.5,27163485040463.8,31155716955057.3,30673443320595.9,30780176881541.3,
EAR,NY.GDP.MKTP.CD,Early-demographic dividend,GDP (current US$),677078900559.927,739715112895.126,827152414030.222,945398938517.109,1112650709027.99,1383146100610.71,1532276754847.6,1461131232597.51,1474565522460.25,1495538432992.86,1491378555695.43,1498939065691.04,1522999597560.81,1607487052573.31,1635214261172.25,1916507382316.01,2032922714756.69,2208642351546.72,2382542937898.92,2502477905739.77,2551929065600.46,2767603354482.59,2955980119905.03,2921200737480.95,3090347267190.7,3377596807804.83,3351041297124.39,3255022098356.48,3621672593945.36,4208355525102.01,4895441112536.1,5597698102028.94,6626614690968.57,7456245069316.38,7173658125839.24,8713511453933.71,9822753831818.62,10268569123152.0,10421356125925.3,10776375021903.6,10246602222996.3,10547190614053.0,11448641742933.2,11610507701898.7,11834959859719.9,11006437195990.5,12811302058068.8,14147623772391.9,14945896099125.4,
EAP,NY.GDP.MKTP.CD,East Asia & Pacific (excluding high income),GDP (current US$),248514352822.298,252685466658.846,291242349028.915,282672809916.163,327297318306.001,377610746551.367,403201887097.025,423461067062.817,443397036708.905,480418961340.881,526023424498.683,524630001202.246,518550689298.529,575590941895.734,622222779778.257,666707042108.965,723516368886.755,811406037169.03,890617970595.173,1071870810483.26,1322030872193.59,1518329454783.52,1570608601735.38,1433203421342.46,1577918021912.85,1736183129453.76,1847281359888.64,2044577363437.31,2314251832220.05,2683483098763.17,3108469305951.51,3743852184651.42,4733264174584.29,5988921430189.72,6493362123631.13,7903112357496.09,9653901165350.29,10763685249440.0,11874646667396.6,12805534721608.4,13329363887708.5,13621109083386.3,14888272499556.8,16648930593614.8,17222812070662.6,17496305186280.5,20849863760041.9,21124945071215.4,21162836277192.4,
DZA,NY.GDP.MKTP.CD,Algeria,GDP (current US$),15557902754.033,17728240932.3158,20972113684.9558,26364491313.4471,33243706859.6596,42345829079.2062,44348590460.9288,45207167470.3497,48801369800.3675,53698548293.0745,57937868670.1937,63692007897.3834,66745818375.493,59089396860.4342,55634721572.7343,62048507531.3357,45715676428.2766,48003133346.9957,49945584452.6506,42543176828.9237,41764291671.7711,46941554225.3581,48177612042.1507,48187781984.4881,48640671734.9711,54790398570.3282,59413400923.6364,61516103406.1688,73482264190.9245,91913680985.1708,107046618669.707,123084258693.01,142482739809.849,180383848331.135,150317292079.359,177785053939.531,218331946925.304,227143746075.934,229701430292.157,238942664192.59,187493855609.345,180763839522.151,189880896903.073,194554483655.528,193459662090.677,164873415325.201,186231205262.082,225638456572.143,247626161016.414,
DOM,NY.GDP.MKTP.CD,Dominican Republic,GDP (current US$),3599200000.0,3951500000.0,4587100000.0,4734400000.0,5498800000.0,6761300000.0,7561300000.0,8267400000.0,9220600000.0,11594000000.0,5044579979.23285,6122128557.57243,5827050753.25937,5374299981.49698,6686593059.93691,7073675544.79021,9824483339.94518,11605382504.0,13081042400.0,14644734599.4778,16637370839.1608,18241622547.5908,20017450041.3075,21672215546.7642,22136579396.9218,24305780628.6677,25601823687.5742,27137440786.2562,21403167848.1444,22322387382.494,35777560683.9366,37879830084.2627,43965458508.5056,48122601530.3324,48261078913.7266,53860187257.9593,58029773599.455,60681535652.5373,62682159338.0354,67179955677.2791,71164826836.5281,75704647877.6559,79998046305.79,85555390139.118,88941372558.2397,78844656298.1776,94243425938.3647,113537368176.13,121444279313.931,
DNK,NY.GDP.MKTP.CD,Denmark,GDP (current US$),40418967665.5877,44503607444.1687,49711709588.2196,60320089217.713,70393030602.547,70811287815.6106,61459941460.5385,60084214872.0657,60331158447.2389,58868891334.9941,62452421010.9094,87748695216.9077,109183446340.073,115540189705.118,112312200760.581,138217740684.484,139180507777.691,152966494259.538,143111306004.102,156017919221.457,184848481008.139,187481157845.724,173241365735.483,176877077513.133,177887720535.535,164043817223.59,164881594415.341,178788209558.311,218421193436.252,251986155630.852,265150087711.985,283386151543.687,320213157595.018,354979471960.142,322619152194.594,322345594075.47,344315595263.175,326792574244.963,344631016965.12,352832602064.452,301758922337.637,312181849372.233,331610593961.988,355293374912.393,345401473012.615,355631021931.621,408378204639.999,401945576107.963,407091920305.404,
